food.description,nutrient_name,nutrient_id,food_nutrient.percent_daily_value,branded_food.brand_owner,food.fdc_id
"100% APPLE PEACH MANGO FLAVORED JUICE BLEND FROZEN CONCENTRATE, APPLE PEACH MANGO","Vitamin C, total ascorbic acid",1162,100.0,Old Orchard Brands LLC.,1114941
"100% APPLE PEACH MANGO FLAVORED JUICE BLEND FROZEN CONCENTRATE, APPLE PEACH MANGO","Vitamin C, total ascorbic acid",1162,100.0,Old Orchard Brands LLC.,1114941
"100% APPLE PREMIUM JUICE, APPLE","Vitamin C, total ascorbic acid",1162,100.0,"Johanna Foods, Inc.",1116235
"100% APPLE PREMIUM JUICE, APPLE","Vitamin C, total ascorbic acid",1162,100.0,"Johanna Foods, Inc.",1116235
"100% APPLE STRAWBERRY BANANA FLAVORED JUICE BLEND FROZEN CONCENTRATE, APPLE STRAWBERRY BANANA","Vitamin C, total ascorbic acid",1162,120.0,Old Orchard Brands LLC.,1114942
"100% APPLE STRAWBERRY BANANA FLAVORED JUICE BLEND FROZEN CONCENTRATE, APPLE STRAWBERRY BANANA","Vitamin C, total ascorbic acid",1162,120.0,Old Orchard Brands LLC.,1114942
"100% APRICOT MANGO JUICE A PEAR, APRICOT AND MANGO JUICE BLEND FROM CONCENTRATE, APRICOT MANGO","Vitamin C, total ascorbic acid",1162,70.0,Santa Cruz Natural,1115480
"100% APRICOT MANGO JUICE A PEAR, APRICOT AND MANGO JUICE BLEND FROM CONCENTRATE, APRICOT MANGO","Vitamin C, total ascorbic acid",1162,70.0,Santa Cruz Natural,1115480
"100% BLACK CHERRY CRANBERRY FLAVORED JUICE BLEND FROZEN CONCENTRATE, BLACK CHERRY CRANBERRY","Vitamin C, total ascorbic acid",1162,120.0,Old Orchard Brands LLC.,1116770
"100% BLACK CHERRY CRANBERRY FLAVORED JUICE BLEND FROZEN CONCENTRATE, BLACK CHERRY CRANBERRY","Vitamin C, total ascorbic acid",1162,120.0,Old Orchard Brands LLC.,1116770
"100% BLUEBERRY BEET FLAVORED 4 JUICE BLEND FROM CONCENTRATE, BLUEBERRY BEET","Vitamin C, total ascorbic acid",1162,100.0,The Kroger Co.,1119552
"100% BLUEBERRY BEET FLAVORED 4 JUICE BLEND FROM CONCENTRATE, BLUEBERRY BEET","Vitamin C, total ascorbic acid",1162,100.0,The Kroger Co.,1119552
"100% BLUEBERRY POMEGRANATE FLAVORED APPLE JUICE BLEND FROM CONCENTRATE, BLUEBERRY POMEGRANATE","Vitamin C, total ascorbic acid",1162,80.0,Old Orchard Brands LLC.,1114918
"100% BLUEBERRY POMEGRANATE FLAVORED APPLE JUICE BLEND FROM CONCENTRATE, BLUEBERRY POMEGRANATE","Vitamin C, total ascorbic acid",1162,80.0,Old Orchard Brands LLC.,1114918
"100% BLUEBERRY POMEGRANATE FLAVORED JUICE BLEND FROZEN CONCENTRATE, BLUEBERRY POMEGRANATE","Vitamin C, total ascorbic acid",1162,120.0,Old Orchard Brands LLC.,1114943
"100% BLUEBERRY POMEGRANATE FLAVORED JUICE BLEND FROZEN CONCENTRATE, BLUEBERRY POMEGRANATE","Vitamin C, total ascorbic acid",1162,120.0,Old Orchard Brands LLC.,1114943
"100% CITRUS FLAVORED WHITE GRAPE JUICE BLEND FROM CONCENTRATE, CITRUS","Vitamin C, total ascorbic acid",1162,200.0,Old Orchard Brands LLC.,1138203
"100% CITRUS FLAVORED WHITE GRAPE JUICE BLEND FROM CONCENTRATE, CITRUS","Vitamin C, total ascorbic acid",1162,200.0,Old Orchard Brands LLC.,1138203
"100% CITRUS FLAVORED WHITE GRAPE JUICE BLEND FROM CONCENTRATE, CITRUS","Iron, Fe",1089,11.0,Old Orchard Brands LLC.,1138203
"100% CITRUS FLAVORED WHITE GRAPE JUICE BLEND FROM CONCENTRATE, CITRUS","Iron, Fe",1089,11.0,Old Orchard Brands LLC.,1138203
"100% COLD-PRESSURED ORANGE JUICE, ORANGE","Vitamin C, total ascorbic acid",1162,140.0,"Wegmans Food Markets, Inc. ",1136911
"100% COLD-PRESSURED ORANGE JUICE, ORANGE","Vitamin C, total ascorbic acid",1162,140.0,"Wegmans Food Markets, Inc. ",1136929
"100% COLD-PRESSURED ORANGE JUICE, ORANGE","Vitamin C, total ascorbic acid",1162,140.0,"Wegmans Food Markets, Inc. ",1136929
"100% COLD-PRESSURED ORANGE JUICE, ORANGE","Vitamin C, total ascorbic acid",1162,140.0,"Wegmans Food Markets, Inc. ",1136911
"100% CONCORD GRAPE JUICE, CONCORD GRAPE","Vitamin C, total ascorbic acid",1162,100.0,Welch Foods Inc,1115061
"100% CONCORD GRAPE JUICE, CONCORD GRAPE","Vitamin C, total ascorbic acid",1162,100.0,Welch Foods Inc,1115061
"100% CRANBERRY JUICE BLEND OF 4 JUICES FROM CONCENTRATE, CRANBERRY","Vitamin C, total ascorbic acid",1162,100.0,"Ocean Spray Cranberries, Inc.",1110452
"100% CRANBERRY JUICE BLEND OF 4 JUICES FROM CONCENTRATE, CRANBERRY","Vitamin C, total ascorbic acid",1162,100.0,"Ocean Spray Cranberries, Inc.",1119797
"100% CRANBERRY JUICE BLEND OF 4 JUICES FROM CONCENTRATE, CRANBERRY","Vitamin C, total ascorbic acid",1162,100.0,"Ocean Spray Cranberries, Inc.",1119797
"100% CRANBERRY JUICE BLEND OF 4 JUICES FROM CONCENTRATE, CRANBERRY","Vitamin C, total ascorbic acid",1162,100.0,"Ocean Spray Cranberries, Inc.",1110416
"100% CRANBERRY JUICE BLEND OF 4 JUICES FROM CONCENTRATE, CRANBERRY","Vitamin C, total ascorbic acid",1162,100.0,"Ocean Spray Cranberries, Inc.",1110416
"100% CRANBERRY JUICE BLEND OF 4 JUICES FROM CONCENTRATE, CRANBERRY","Vitamin C, total ascorbic acid",1162,100.0,"Ocean Spray Cranberries, Inc.",1110405
"100% CRANBERRY JUICE BLEND OF 4 JUICES FROM CONCENTRATE, CRANBERRY","Vitamin C, total ascorbic acid",1162,100.0,"Ocean Spray Cranberries, Inc.",1110405
"100% CRANBERRY JUICE BLEND OF 4 JUICES FROM CONCENTRATE, CRANBERRY","Vitamin C, total ascorbic acid",1162,100.0,"Ocean Spray Cranberries, Inc.",1110452
"100% CRANBERRY JUICE BLEND OF 4 JUICES FROM CONCENTRATE, CRANBERRY","Vitamin C, total ascorbic acid",1162,100.0,"Ocean Spray Cranberries, Inc.",1110415
"100% CRANBERRY JUICE BLEND OF 4 JUICES FROM CONCENTRATE, CRANBERRY","Vitamin C, total ascorbic acid",1162,100.0,"Ocean Spray Cranberries, Inc.",1110415
"100% CRANBERRY JUICE BLENDED WITH 3 OTHER JUICES FROM CONCENTRATE, CRANBERRY","Vitamin C, total ascorbic acid",1162,70.0,"Clement Pappas & Co., Inc.",1114232
"100% CRANBERRY JUICE BLENDED WITH 3 OTHER JUICES FROM CONCENTRATE, CRANBERRY","Vitamin C, total ascorbic acid",1162,70.0,"Clement Pappas & Co., Inc.",1114232
"100% CRANBERRY MANGO FLAVORED JUICE BLEND OF 4 JUICES FROM CONCENTRATE, CRANBERRY MANGO","Vitamin C, total ascorbic acid",1162,100.0,"Ocean Spray Cranberries, Inc.",1110418
"100% CRANBERRY MANGO FLAVORED JUICE BLEND OF 4 JUICES FROM CONCENTRATE, CRANBERRY MANGO","Vitamin C, total ascorbic acid",1162,100.0,"Ocean Spray Cranberries, Inc.",1110418
"100% CRANBERRY PINEAPPLE FLAVORED JUICE BLEND OF 4 JUICES FROM CONCENTRATE, CRANBERRY PINEAPPLE","Vitamin C, total ascorbic acid",1162,100.0,"Ocean Spray Cranberries, Inc.",1116242
"100% CRANBERRY PINEAPPLE FLAVORED JUICE BLEND OF 4 JUICES FROM CONCENTRATE, CRANBERRY PINEAPPLE","Vitamin C, total ascorbic acid",1162,100.0,"Ocean Spray Cranberries, Inc.",1116242
"100% CRANBERRY POMEGRANATE FLAVORED JUICE BLEND FROZEN CONCENTRATE, CRANBERRY POMEGRANATE","Vitamin C, total ascorbic acid",1162,120.0,Old Orchard Brands LLC.,1114939
"100% CRANBERRY POMEGRANATE FLAVORED JUICE BLEND FROZEN CONCENTRATE, CRANBERRY POMEGRANATE","Vitamin C, total ascorbic acid",1162,120.0,Old Orchard Brands LLC.,1114939
"100% CRUNCHY BREADED WHOLE FISH FILLETS, CRUNCHY BREADED",Protein,1003,13.0,Pinnacle Foods Group LLC,1106367
"100% CRUNCHY BREADED WHOLE FISH FILLETS, CRUNCHY BREADED",Protein,1003,13.0,Pinnacle Foods Group LLC,1106367
"100% FRUIT & VEGETABLE JUICE, APPLE BLEND","Vitamin C, total ascorbic acid",1162,100.0,"Tropicana Products, Inc.",1117801
"100% FRUIT & VEGETABLE JUICE, APPLE BLEND","Vitamin C, total ascorbic acid",1162,100.0,"Tropicana Products, Inc.",1117801
"100% FRUIT & VEGETABLE JUICE, APPLE BLEND","Vitamin A, IU",1104,50.0,"Tropicana Products, Inc.",1117801
"100% FRUIT & VEGETABLE JUICE, APPLE BLEND","Vitamin A, IU",1104,50.0,"Tropicana Products, Inc.",1117801
"100% GRAPE JUICE FROM CONCENTRATE WITH ADDED INGREDIENTS, GRAPE","Vitamin C, total ascorbic acid",1162,80.0,"Topco Associates, Inc.",1122720
"100% GRAPE JUICE FROM CONCENTRATE WITH ADDED INGREDIENTS, GRAPE","Vitamin C, total ascorbic acid",1162,80.0,"Clement Pappas & Co., Inc.",1116384
"100% GRAPE JUICE FROM CONCENTRATE WITH ADDED INGREDIENTS, GRAPE","Vitamin C, total ascorbic acid",1162,80.0,"Clement Pappas & Co., Inc.",1116384
"100% GRAPE JUICE FROM CONCENTRATE WITH ADDED INGREDIENTS, GRAPE","Vitamin C, total ascorbic acid",1162,80.0,"Topco Associates, Inc.",1122720
"100% GRAPE JUICE FROM CONCENTRATE, GRAPE","Vitamin C, total ascorbic acid",1162,120.0,Target Stores,1110868
"100% GRAPE JUICE FROM CONCENTRATE, GRAPE","Vitamin C, total ascorbic acid",1162,80.0,"Associated Wholesale Grocers, Inc.",1122925
"100% GRAPE JUICE FROM CONCENTRATE, GRAPE","Vitamin C, total ascorbic acid",1162,70.0,"Wegmans Food Markets, Inc. ",1127339
"100% GRAPE JUICE FROM CONCENTRATE, GRAPE","Vitamin C, total ascorbic acid",1162,80.0,"Associated Wholesale Grocers, Inc.",1122925
"100% GRAPE JUICE FROM CONCENTRATE, GRAPE","Vitamin C, total ascorbic acid",1162,70.0,"Wegmans Food Markets, Inc. ",1127339
"100% GRAPE JUICE FROM CONCENTRATE, GRAPE","Vitamin C, total ascorbic acid",1162,120.0,Target Stores,1110868
"100% GRAPE JUICE FROZEN CONCENTRATE, GRAPE","Vitamin C, total ascorbic acid",1162,120.0,Old Orchard Brands LLC.,1114930
"100% GRAPE JUICE FROZEN CONCENTRATE, GRAPE","Vitamin C, total ascorbic acid",1162,120.0,Old Orchard Brands LLC.,1114930
"100% GRAPEFRUIT COLD PRESSED JUICE, GRAPEFRUIT","Vitamin C, total ascorbic acid",1162,100.0,The Kroger Co.,1118592
"100% GRAPEFRUIT COLD PRESSED JUICE, GRAPEFRUIT","Vitamin C, total ascorbic acid",1162,100.0,The Kroger Co.,1118592
"100% GRAPEFRUIT JUICE FROM CONCENTRATE, GRAPEFRUIT","Vitamin C, total ascorbic acid",1162,80.0,"Western Family Foods, Inc.",1122444
"100% GRAPEFRUIT JUICE FROM CONCENTRATE, GRAPEFRUIT","Vitamin C, total ascorbic acid",1162,100.0,"Ocean Spray Cranberries, Inc.",1110451
"100% GRAPEFRUIT JUICE FROM CONCENTRATE, GRAPEFRUIT","Vitamin C, total ascorbic acid",1162,100.0,"Ocean Spray Cranberries, Inc.",1110451
"100% GRAPEFRUIT JUICE FROM CONCENTRATE, GRAPEFRUIT","Vitamin C, total ascorbic acid",1162,80.0,"Western Family Foods, Inc.",1122444
"100% GRAPEFRUIT JUICE FROZEN CONCENTRATE, GRAPEFRUIT","Vitamin C, total ascorbic acid",1162,140.0,"Hy-Vee, Inc.",1120226
"100% GRAPEFRUIT JUICE FROZEN CONCENTRATE, GRAPEFRUIT","Vitamin C, total ascorbic acid",1162,140.0,"Hy-Vee, Inc.",1120226
100% GRASS FED BEEF FOR STEW,"Iron, Fe",1089,15.0,Thousand Hills Cattle Company,1137131
100% GRASS FED BEEF FOR STEW,"Iron, Fe",1089,15.0,Thousand Hills Cattle Company,1137131
"100% GROVE STYLE ORANGE JUICE FROM CONCENTRATE WITH PULP, GROVE STYLE ORANGE","Vitamin C, total ascorbic acid",1162,80.0,"Topco Associates, Inc.",1139649
"100% GROVE STYLE ORANGE JUICE FROM CONCENTRATE WITH PULP, GROVE STYLE ORANGE","Vitamin C, total ascorbic acid",1162,80.0,"Topco Associates, Inc.",1139649
"100% HONEYCRISP STYLE APPLE JUICE FROM CONCENTRATE, HONEYCRISP STYLE APPLE","Vitamin C, total ascorbic acid",1162,70.0,BJ's Wholesale Club / Corporate Brands,1111280
"100% HONEYCRISP STYLE APPLE JUICE FROM CONCENTRATE, HONEYCRISP STYLE APPLE","Vitamin C, total ascorbic acid",1162,70.0,BJ's Wholesale Club / Corporate Brands,1111280
100% ITALIAN ARTICHOKES QUARTERS FROZEN PREMIUM VEGETABLES,"Fiber, total dietary",1079,14.0,Botticelli Foods Corp.,1129354
100% ITALIAN ARTICHOKES QUARTERS FROZEN PREMIUM VEGETABLES,"Fiber, total dietary",1079,14.0,Botticelli Foods Corp.,1129354
"100% JUICE ORANGE STRAWBERRY BANANA FROM CONCENTRATE, ORANGE STRAWBERRY BANANA","Vitamin C, total ascorbic acid",1162,70.0,"Whole Foods Market, Inc.",1131936
"100% JUICE ORANGE STRAWBERRY BANANA FROM CONCENTRATE, ORANGE STRAWBERRY BANANA","Vitamin C, total ascorbic acid",1162,70.0,"Whole Foods Market, Inc.",1131936
"100% JUICE WHITE GRAPE FROM CONCENTRATE, WHITE GRAPE","Vitamin C, total ascorbic acid",1162,100.0,"Whole Foods Market, Inc.",1119009
"100% JUICE WHITE GRAPE FROM CONCENTRATE, WHITE GRAPE","Vitamin C, total ascorbic acid",1162,100.0,"Whole Foods Market, Inc.",1119009
"100% JUICE, FLORIDA ORANGE","Vitamin C, total ascorbic acid",1162,100.0,Blue Lake Citrus Products LLC,1110875
"100% JUICE, FLORIDA ORANGE","Vitamin C, total ascorbic acid",1162,100.0,Blue Lake Citrus Products LLC,1110875
100% LACTOSE FREE 1% LOWFAT MILK,"Calcium, Ca",1087,25.0,Stater Bros. Markets Inc.,1127295
100% LACTOSE FREE 1% LOWFAT MILK,"Calcium, Ca",1087,25.0,Stater Bros. Markets Inc.,1127295
"100% MANGO NECTAR JUICE BLEND OF MANGO PUREE AND APPLE JUICE CONCENTRATE WITH ADDED INGREDIENTS, MANGO NECTAR","Vitamin C, total ascorbic acid",1162,100.0,Glencourt Inc.,1118891
"100% MANGO NECTAR JUICE BLEND OF MANGO PUREE AND APPLE JUICE CONCENTRATE WITH ADDED INGREDIENTS, MANGO NECTAR","Vitamin C, total ascorbic acid",1162,100.0,Glencourt Inc.,1118891
100% NATURAL CHICKEN BREAST WITH RIB MEAT IN BROTH,Protein,1003,16.0,Valley Fresh Inc.,1107808
100% NATURAL CHICKEN BREAST WITH RIB MEAT IN BROTH,Protein,1003,16.0,Valley Fresh Inc.,1107808
100% NATURAL COCONUT WATER WITH PULP,"Vitamin C, total ascorbic acid",1162,12.0,Sonora Corporation,1110946
100% NATURAL COCONUT WATER WITH PULP,"Vitamin C, total ascorbic acid",1162,12.0,Sonora Corporation,1110946
100% NATURAL FALAFEL SLIDERS,"Iron, Fe",1089,15.0,Vichy Laboratories,1127617
100% NATURAL FALAFEL SLIDERS,"Iron, Fe",1089,15.0,Vichy Laboratories,1127617
100% NATURAL FALAFEL SLIDERS,"Fiber, total dietary",1079,28.0,Vichy Laboratories,1127617
100% NATURAL FALAFEL SLIDERS,"Vitamin C, total ascorbic acid",1162,15.0,Vichy Laboratories,1127617
100% NATURAL FALAFEL SLIDERS,"Vitamin C, total ascorbic acid",1162,15.0,Vichy Laboratories,1127617
100% NATURAL FALAFEL SLIDERS,"Fiber, total dietary",1079,28.0,Vichy Laboratories,1127617
"100% NO PULP ORANGE JUICE, ORANGE","Vitamin C, total ascorbic acid",1162,80.0,"Whole Foods Market, Inc.",1130435
"100% NO PULP ORANGE JUICE, ORANGE","Vitamin C, total ascorbic acid",1162,80.0,"Whole Foods Market, Inc.",1130435
"100% ORANGE CARROT FLAVORED 4 JUICE BLEND FROM CONCENTRATE, ORANGE CARROT","Vitamin C, total ascorbic acid",1162,100.0,The Kroger Co.,1119588
"100% ORANGE CARROT FLAVORED 4 JUICE BLEND FROM CONCENTRATE, ORANGE CARROT","Vitamin C, total ascorbic acid",1162,100.0,The Kroger Co.,1119588
"100% ORANGE JUICE FROM CONCENTRATE, ORANGE","Calcium, Ca",1087,25.0,"Safeway, Inc.",1117697
"100% ORANGE JUICE FROM CONCENTRATE, ORANGE","Calcium, Ca",1087,25.0,"Safeway, Inc.",1117697
"100% ORANGE JUICE FROM CONCENTRATE, ORANGE","Vitamin C, total ascorbic acid",1162,80.0,"Silver Springs Citrus, Inc.",1111271
"100% ORANGE JUICE FROM CONCENTRATE, ORANGE","Vitamin C, total ascorbic acid",1162,70.0,"Tropicana Products, Inc.",1123562
"100% ORANGE JUICE FROM CONCENTRATE, ORANGE","Vitamin C, total ascorbic acid",1162,70.0,"Tropicana Products, Inc.",1123562
"100% ORANGE JUICE FROM CONCENTRATE, ORANGE","Vitamin C, total ascorbic acid",1162,80.0,"Safeway, Inc.",1117697
"100% ORANGE JUICE FROM CONCENTRATE, ORANGE","Vitamin C, total ascorbic acid",1162,80.0,"Safeway, Inc.",1117697
"100% ORANGE JUICE FROM CONCENTRATE, ORANGE","Vitamin C, total ascorbic acid",1162,120.0,Old Orchard Brands LLC.,1114911
"100% ORANGE JUICE FROM CONCENTRATE, ORANGE","Vitamin C, total ascorbic acid",1162,120.0,Old Orchard Brands LLC.,1114911
"100% ORANGE JUICE FROM CONCENTRATE, ORANGE","Vitamin C, total ascorbic acid",1162,80.0,"Silver Springs Citrus, Inc.",1111271
"100% ORANGE JUICE FROM CONCENTRATE, ORANGE","Vitamin C, total ascorbic acid",1162,90.0,Super Store Industries,1128256
"100% ORANGE JUICE FROM CONCENTRATE, ORANGE","Vitamin C, total ascorbic acid",1162,120.0,"Hy-Vee, Inc.",1118354
"100% ORANGE JUICE FROM CONCENTRATE, ORANGE","Vitamin C, total ascorbic acid",1162,90.0,Super Store Industries,1128256
"100% ORANGE JUICE FROM CONCENTRATE, ORANGE","Vitamin C, total ascorbic acid",1162,130.0,"Hy-Vee, Inc.",1135437
"100% ORANGE JUICE FROM CONCENTRATE, ORANGE","Vitamin C, total ascorbic acid",1162,120.0,"Hy-Vee, Inc.",1118354
"100% ORANGE JUICE FROM CONCENTRATE, ORANGE","Vitamin C, total ascorbic acid",1162,130.0,"Hy-Vee, Inc.",1135437
"100% ORANGE JUICE FROM CONCENTRATE, ORANGE","Vitamin C, total ascorbic acid",1162,120.0,Texas Citrus Exchange,1128717
"100% ORANGE JUICE FROM CONCENTRATE, ORANGE","Vitamin C, total ascorbic acid",1162,120.0,Texas Citrus Exchange,1128717
"100% ORANGE JUICE FROZEN CONCENTRATE, ORANGE","Vitamin C, total ascorbic acid",1162,140.0,"Hy-Vee, Inc.",1116648
"100% ORANGE JUICE FROZEN CONCENTRATE, ORANGE","Vitamin C, total ascorbic acid",1162,140.0,"Hy-Vee, Inc.",1116648
"100% ORANGE JUICE, ORANGE","Calcium, Ca",1087,25.0,"Whole Foods Market, Inc.",1118609
"100% ORANGE JUICE, ORANGE","Vitamin C, total ascorbic acid",1162,80.0,The Kroger Co.,1120808
"100% ORANGE JUICE, ORANGE","Vitamin C, total ascorbic acid",1162,80.0,"Whole Foods Market, Inc.",1131930
"100% ORANGE JUICE, ORANGE","Vitamin C, total ascorbic acid",1162,80.0,"Whole Foods Market, Inc.",1131930
"100% ORANGE JUICE, ORANGE","Calcium, Ca",1087,25.0,"Whole Foods Market, Inc.",1131930
"100% ORANGE JUICE, ORANGE","Calcium, Ca",1087,25.0,"Whole Foods Market, Inc.",1131930
"100% ORANGE JUICE, ORANGE","Calcium, Ca",1087,25.0,The Kroger Co.,1120808
"100% ORANGE JUICE, ORANGE","Calcium, Ca",1087,25.0,The Kroger Co.,1120808
"100% ORANGE JUICE, ORANGE","Vitamin C, total ascorbic acid",1162,80.0,The Kroger Co.,1120808
"100% ORANGE JUICE, ORANGE","Calcium, Ca",1087,25.0,"Whole Foods Market, Inc.",1118609
"100% ORANGE JUICE, ORANGE","Vitamin C, total ascorbic acid",1162,80.0,"Whole Foods Market, Inc.",1118609
"100% ORANGE JUICE, ORANGE","Vitamin C, total ascorbic acid",1162,80.0,"Whole Foods Market, Inc.",1118609
"100% ORANGE JUICE, ORANGE","Vitamin C, total ascorbic acid",1162,270.0,"Wegmans Food Markets, Inc. ",1136910
"100% ORANGE JUICE, ORANGE","Vitamin C, total ascorbic acid",1162,80.0,"Whole Foods Market, Inc.",1130434
"100% ORANGE JUICE, ORANGE","Vitamin C, total ascorbic acid",1162,80.0,"Whole Foods Market, Inc.",1130434
"100% ORANGE JUICE, ORANGE","Calcium, Ca",1087,25.0,"Whole Foods Market, Inc.",1130434
"100% ORANGE JUICE, ORANGE","Calcium, Ca",1087,25.0,"Whole Foods Market, Inc.",1130434
"100% ORANGE JUICE, ORANGE","Calcium, Ca",1087,25.0,"Schnuck Markets, Inc.",1121933
"100% ORANGE JUICE, ORANGE","Calcium, Ca",1087,25.0,"Schnuck Markets, Inc.",1121933
"100% ORANGE JUICE, ORANGE","Vitamin C, total ascorbic acid",1162,80.0,"Schnuck Markets, Inc.",1121933
"100% ORANGE JUICE, ORANGE","Vitamin C, total ascorbic acid",1162,270.0,"Wegmans Food Markets, Inc. ",1136910
"100% ORANGE JUICE, ORANGE","Vitamin C, total ascorbic acid",1162,120.0,"Whole Foods Market, Inc.",1111625
"100% ORANGE JUICE, ORANGE","Vitamin C, total ascorbic acid",1162,120.0,"Whole Foods Market, Inc.",1111625
"100% ORANGE JUICE, ORANGE","Vitamin C, total ascorbic acid",1162,80.0,"Schnuck Markets, Inc.",1121933
"100% ORANGE NO PULP JUICE FROM CONCENTRATE WITH CALCIUM & VITAMIN D, ORANGE","Calcium, Ca",1087,25.0,"Topco Associates, Inc.",1118133
"100% ORANGE NO PULP JUICE FROM CONCENTRATE WITH CALCIUM & VITAMIN D, ORANGE","Calcium, Ca",1087,25.0,"Topco Associates, Inc.",1118133
"100% ORANGE NO PULP JUICE FROM CONCENTRATE WITH CALCIUM & VITAMIN D, ORANGE","Vitamin C, total ascorbic acid",1162,80.0,"Topco Associates, Inc.",1118133
"100% ORANGE NO PULP JUICE FROM CONCENTRATE WITH CALCIUM & VITAMIN D, ORANGE","Vitamin C, total ascorbic acid",1162,80.0,"Topco Associates, Inc.",1118133
"100% ORANGE PEACH MANGO JUICE FROM CONCENTRATE, ORANGE PEACH MANGO","Vitamin C, total ascorbic acid",1162,70.0,"Whole Foods Market, Inc.",1131949
"100% ORANGE PEACH MANGO JUICE FROM CONCENTRATE, ORANGE PEACH MANGO","Vitamin C, total ascorbic acid",1162,70.0,"Whole Foods Market, Inc.",1131949
"100% ORANGE PINEAPPLE FRUIT JUICE, ORANGE PINEAPPLE","Vitamin C, total ascorbic acid",1162,80.0,The Kroger Co.,1121481
"100% ORANGE PINEAPPLE FRUIT JUICE, ORANGE PINEAPPLE","Vitamin C, total ascorbic acid",1162,80.0,The Kroger Co.,1121481
"100% ORANGE PINEAPPLE JUICE FROM CONCENTRATE, ORANGE PINEAPPLE","Vitamin C, total ascorbic acid",1162,120.0,Texas Citrus Exchange,1126614
"100% ORANGE PINEAPPLE JUICE FROM CONCENTRATE, ORANGE PINEAPPLE","Vitamin C, total ascorbic acid",1162,120.0,Texas Citrus Exchange,1126614
"100% ORANGE PREMIUM PULP FREE JUICE WITH CALCIUM & VITAMIN D ADDED, ORANGE","Calcium, Ca",1087,25.0,Super Store Industries,1130204
"100% ORANGE PREMIUM PULP FREE JUICE WITH CALCIUM & VITAMIN D ADDED, ORANGE","Calcium, Ca",1087,25.0,Super Store Industries,1130204
"100% ORANGE PREMIUM PULP FREE JUICE WITH CALCIUM & VITAMIN D ADDED, ORANGE","Vitamin C, total ascorbic acid",1162,80.0,Super Store Industries,1130204
"100% ORANGE PREMIUM PULP FREE JUICE WITH CALCIUM & VITAMIN D ADDED, ORANGE","Vitamin C, total ascorbic acid",1162,80.0,Super Store Industries,1130204
"100% ORANGE WITH CALCIUM JUICE FROZEN CONCENTRATE, ORANGE","Vitamin C, total ascorbic acid",1162,130.0,Old Orchard Brands LLC.,1114907
"100% ORANGE WITH CALCIUM JUICE FROZEN CONCENTRATE, ORANGE","Vitamin C, total ascorbic acid",1162,130.0,Old Orchard Brands LLC.,1114907
"100% ORANGE WITH CALCIUM JUICE FROZEN CONCENTRATE, ORANGE","Calcium, Ca",1087,30.0,Old Orchard Brands LLC.,1114907
"100% ORANGE WITH CALCIUM JUICE FROZEN CONCENTRATE, ORANGE","Calcium, Ca",1087,30.0,Old Orchard Brands LLC.,1114907
100% ORGANIC ALL PURPOSE WHOLE WHEAT FLOUR,"Fiber, total dietary",1079,16.0,"Organic Ventures, Inc.",1139651
100% ORGANIC ALL PURPOSE WHOLE WHEAT FLOUR,"Fiber, total dietary",1079,16.0,"Organic Ventures, Inc.",1139651
"100% ORGANIC APPLE JUICE FROM CONCENTRATE, APPLE","Vitamin C, total ascorbic acid",1162,70.0,"Apple & Eve,  LLC",1110620
"100% ORGANIC APPLE JUICE FROM CONCENTRATE, APPLE","Vitamin C, total ascorbic acid",1162,70.0,"Apple & Eve,  LLC",1110620
"100% ORGANIC BLUEBERRY JUICE, BLUEBERRY","Vitamin C, total ascorbic acid",1162,15.0,Better Way Farms,1130710
"100% ORGANIC BLUEBERRY JUICE, BLUEBERRY","Vitamin C, total ascorbic acid",1162,15.0,Better Way Farms,1130710
100% ORGANIC WHOLE WHEAT SPAGHETTI,"Fiber, total dietary",1079,14.0,"Euro-USA Trading Co., Inc.",1106485
100% ORGANIC WHOLE WHEAT SPAGHETTI,"Fiber, total dietary",1079,14.0,"Euro-USA Trading Co., Inc.",1106485
"100% ORIGINAL NO PULP ORANGE JUICE, ORANGE","Vitamin C, total ascorbic acid",1162,80.0,Harris-Teeter Inc.,1123823
"100% ORIGINAL NO PULP ORANGE JUICE, ORANGE","Vitamin C, total ascorbic acid",1162,80.0,Harris-Teeter Inc.,1123823
"100% ORIGINAL ORANGE JUICE FROM CONCENTRATE, ORANGE","Vitamin C, total ascorbic acid",1162,90.0,The Kroger Co.,1133399
"100% ORIGINAL ORANGE JUICE FROM CONCENTRATE, ORANGE","Vitamin C, total ascorbic acid",1162,90.0,The Kroger Co.,1133399
"100% ORIGINAL ORANGE JUICE FROM CONCENTRATE, ORIGINAL ORANGE","Vitamin C, total ascorbic acid",1162,100.0,"Topco Associates, Inc.",1132869
"100% ORIGINAL ORANGE JUICE FROM CONCENTRATE, ORIGINAL ORANGE","Vitamin C, total ascorbic acid",1162,100.0,"Topco Associates, Inc.",1132869
